dataset,expression,chain_of_thought,answer
train,((41 * 7) + (23 * 39)),"[""Compute 41 * 7 = 287."", ""Compute 23 * 39 = 897."", ""Compute 287 + 897 = 1184.""]",1184
train,((10 + 8) + (14 * 26)),"[""Compute 10 + 8 = 18."", ""Compute 14 * 26 = 364."", ""Compute 18 + 364 = 382.""]",382
train,(15 + 6),"[""Compute 15 + 6 = 21.""]",21
train,((23 - 29) + (4 - 4)),"[""Compute 23 - 29 = -6."", ""Compute 4 - 4 = 0."", ""Compute -6 + 0 = -6.""]",-6
train,((32 - 46) - (9 + 43)),"[""Compute 32 - 46 = -14."", ""Compute 9 + 43 = 52."", ""Compute -14 - 52 = -66.""]",-66
train,(7 + 33),"[""Compute 7 + 33 = 40.""]",40
train,(31 + 48),"[""Compute 31 + 48 = 79.""]",79
train,((38 - 46) * (47 * 12)),"[""Compute 38 - 46 = -8."", ""Compute 47 * 12 = 564."", ""Compute -8 * 564 = -4512.""]",-4512
train,((50 * 24) - (48 + 41)),"[""Compute 50 * 24 = 1200."", ""Compute 48 + 41 = 89."", ""Compute 1200 - 89 = 1111.""]",1111
train,((28 + 10) + (39 + 27)),"[""Compute 28 + 10 = 38."", ""Compute 39 + 27 = 66."", ""Compute 38 + 66 = 104.""]",104
train,((31 + 25) - (44 + 2)),"[""Compute 31 + 25 = 56."", ""Compute 44 + 2 = 46."", ""Compute 56 - 46 = 10.""]",10
train,(36 * 31),"[""Compute 36 * 31 = 1116.""]",1116
train,(9 - 25),"[""Compute 9 - 25 = -16.""]",-16
train,((43 * 49) * (7 + 36)),"[""Compute 43 * 49 = 2107."", ""Compute 7 + 36 = 43."", ""Compute 2107 * 43 = 90601.""]",90601
train,((41 - 23) * (1 * 30)),"[""Compute 41 - 23 = 18."", ""Compute 1 * 30 = 30."", ""Compute 18 * 30 = 540.""]",540
train,((25 + 35) + (44 * 25)),"[""Compute 25 + 35 = 60."", ""Compute 44 * 25 = 1100."", ""Compute 60 + 1100 = 1160.""]",1160
train,(37 - 26),"[""Compute 37 - 26 = 11.""]",11
train,((7 * 20) - (3 - 5)),"[""Compute 7 * 20 = 140."", ""Compute 3 - 5 = -2."", ""Compute 140 - -2 = 142.""]",142
train,(7 * 27),"[""Compute 7 * 27 = 189.""]",189
train,((48 - 50) * (38 - 11)),"[""Compute 48 - 50 = -2."", ""Compute 38 - 11 = 27."", ""Compute -2 * 27 = -54.""]",-54
train,((25 * 14) + (40 - 40)),"[""Compute 25 * 14 = 350."", ""Compute 40 - 40 = 0."", ""Compute 350 + 0 = 350.""]",350
train,(14 * 25),"[""Compute 14 * 25 = 350.""]",350
train,((30 - 14) + (20 + 5)),"[""Compute 30 - 14 = 16."", ""Compute 20 + 5 = 25."", ""Compute 16 + 25 = 41.""]",41
train,(28 + 49),"[""Compute 28 + 49 = 77.""]",77
train,(34 * 26),"[""Compute 34 * 26 = 884.""]",884
train,(16 + 19),"[""Compute 16 + 19 = 35.""]",35
train,(21 - 21),"[""Compute 21 - 21 = 0.""]",0
train,(39 - 17),"[""Compute 39 - 17 = 22.""]",22
train,((29 - 33) - (28 - 33)),"[""Compute 29 - 33 = -4."", ""Compute 28 - 33 = -5."", ""Compute -4 - -5 = 1.""]",1
train,(46 * 1),"[""Compute 46 * 1 = 46.""]",46
train,((12 * 48) - (16 * 19)),"[""Compute 12 * 48 = 576."", ""Compute 16 * 19 = 304."", ""Compute 576 - 304 = 272.""]",272
train,((39 * 10) - (37 + 37)),"[""Compute 39 * 10 = 390."", ""Compute 37 + 37 = 74."", ""Compute 390 - 74 = 316.""]",316
train,(43 * 46),"[""Compute 43 * 46 = 1978.""]",1978
train,((40 * 29) * (24 * 36)),"[""Compute 40 * 29 = 1160."", ""Compute 24 * 36 = 864."", ""Compute 1160 * 864 = 1002240.""]",1002240
train,(46 - 42),"[""Compute 46 - 42 = 4.""]",4
train,((2 * 3) * (7 + 50)),"[""Compute 2 * 3 = 6."", ""Compute 7 + 50 = 57."", ""Compute 6 * 57 = 342.""]",342
train,(15 + 39),"[""Compute 15 + 39 = 54.""]",54
train,(10 - 13),"[""Compute 10 - 13 = -3.""]",-3
train,(3 * 46),"[""Compute 3 * 46 = 138.""]",138
train,((39 * 21) * (34 * 9)),"[""Compute 39 * 21 = 819."", ""Compute 34 * 9 = 306."", ""Compute 819 * 306 = 250614.""]",250614
train,(34 * 9),"[""Compute 34 * 9 = 306.""]",306
train,((11 * 42) - (36 - 10)),"[""Compute 11 * 42 = 462."", ""Compute 36 - 10 = 26."", ""Compute 462 - 26 = 436.""]",436
train,((8 * 44) - (30 * 6)),"[""Compute 8 * 44 = 352."", ""Compute 30 * 6 = 180."", ""Compute 352 - 180 = 172.""]",172
train,(41 + 2),"[""Compute 41 + 2 = 43.""]",43
train,((39 - 6) + (49 - 47)),"[""Compute 39 - 6 = 33."", ""Compute 49 - 47 = 2."", ""Compute 33 + 2 = 35.""]",35
train,(4 + 47),"[""Compute 4 + 47 = 51.""]",51
train,(40 * 42),"[""Compute 40 * 42 = 1680.""]",1680
train,((21 * 43) + (9 - 29)),"[""Compute 21 * 43 = 903."", ""Compute 9 - 29 = -20."", ""Compute 903 + -20 = 883.""]",883
train,(27 + 39),"[""Compute 27 + 39 = 66.""]",66
train,(42 + 12),"[""Compute 42 + 12 = 54.""]",54
train,((4 - 12) - (4 - 5)),"[""Compute 4 - 12 = -8."", ""Compute 4 - 5 = -1."", ""Compute -8 - -1 = -7.""]",-7
train,((21 - 27) + (42 + 24)),"[""Compute 21 - 27 = -6."", ""Compute 42 + 24 = 66."", ""Compute -6 + 66 = 60.""]",60
train,((12 * 22) + (44 * 11)),"[""Compute 12 * 22 = 264."", ""Compute 44 * 11 = 484."", ""Compute 264 + 484 = 748.""]",748
train,(23 + 21),"[""Compute 23 + 21 = 44.""]",44
train,((36 + 4) * (12 - 35)),"[""Compute 36 + 4 = 40."", ""Compute 12 - 35 = -23."", ""Compute 40 * -23 = -920.""]",-920
train,((48 * 46) * (8 * 14)),"[""Compute 48 * 46 = 2208."", ""Compute 8 * 14 = 112."", ""Compute 2208 * 112 = 247296.""]",247296
train,((34 - 16) + (25 * 42)),"[""Compute 34 - 16 = 18."", ""Compute 25 * 42 = 1050."", ""Compute 18 + 1050 = 1068.""]",1068
train,((29 * 35) + (1 + 50)),"[""Compute 29 * 35 = 1015."", ""Compute 1 + 50 = 51."", ""Compute 1015 + 51 = 1066.""]",1066
train,((29 + 7) + (45 * 24)),"[""Compute 29 + 7 = 36."", ""Compute 45 * 24 = 1080."", ""Compute 36 + 1080 = 1116.""]",1116
train,((50 * 39) + (1 * 31)),"[""Compute 50 * 39 = 1950."", ""Compute 1 * 31 = 31."", ""Compute 1950 + 31 = 1981.""]",1981
train,((2 - 25) * (48 + 34)),"[""Compute 2 - 25 = -23."", ""Compute 48 + 34 = 82."", ""Compute -23 * 82 = -1886.""]",-1886
train,(49 - 2),"[""Compute 49 - 2 = 47.""]",47
train,(47 + 32),"[""Compute 47 + 32 = 79.""]",79
train,((14 * 41) - (38 - 40)),"[""Compute 14 * 41 = 574."", ""Compute 38 - 40 = -2."", ""Compute 574 - -2 = 576.""]",576
train,((35 - 41) * (10 + 15)),"[""Compute 35 - 41 = -6."", ""Compute 10 + 15 = 25."", ""Compute -6 * 25 = -150.""]",-150
train,((25 - 3) * (5 - 15)),"[""Compute 25 - 3 = 22."", ""Compute 5 - 15 = -10."", ""Compute 22 * -10 = -220.""]",-220
train,(28 * 4),"[""Compute 28 * 4 = 112.""]",112
train,((1 * 12) - (45 + 20)),"[""Compute 1 * 12 = 12."", ""Compute 45 + 20 = 65."", ""Compute 12 - 65 = -53.""]",-53
train,(14 - 32),"[""Compute 14 - 32 = -18.""]",-18
train,((41 * 47) - (43 + 31)),"[""Compute 41 * 47 = 1927."", ""Compute 43 + 31 = 74."", ""Compute 1927 - 74 = 1853.""]",1853
train,((8 - 11) * (24 + 41)),"[""Compute 8 - 11 = -3."", ""Compute 24 + 41 = 65."", ""Compute -3 * 65 = -195.""]",-195
train,((33 + 19) - (15 + 4)),"[""Compute 33 + 19 = 52."", ""Compute 15 + 4 = 19."", ""Compute 52 - 19 = 33.""]",33
train,(35 + 39),"[""Compute 35 + 39 = 74.""]",74
train,(22 + 48),"[""Compute 22 + 48 = 70.""]",70
train,(29 * 10),"[""Compute 29 * 10 = 290.""]",290
train,(37 * 43),"[""Compute 37 * 43 = 1591.""]",1591
train,(28 - 15),"[""Compute 28 - 15 = 13.""]",13
train,(43 * 13),"[""Compute 43 * 13 = 559.""]",559
train,(4 * 34),"[""Compute 4 * 34 = 136.""]",136
train,(32 + 17),"[""Compute 32 + 17 = 49.""]",49
train,(12 + 22),"[""Compute 12 + 22 = 34.""]",34
train,((15 * 43) + (43 - 17)),"[""Compute 15 * 43 = 645."", ""Compute 43 - 17 = 26."", ""Compute 645 + 26 = 671.""]",671
train,((45 * 47) * (17 - 14)),"[""Compute 45 * 47 = 2115."", ""Compute 17 - 14 = 3."", ""Compute 2115 * 3 = 6345.""]",6345
train,(35 + 2),"[""Compute 35 + 2 = 37.""]",37
train,(3 * 44),"[""Compute 3 * 44 = 132.""]",132
train,(24 - 39),"[""Compute 24 - 39 = -15.""]",-15
train,((2 * 41) * (29 - 3)),"[""Compute 2 * 41 = 82."", ""Compute 29 - 3 = 26."", ""Compute 82 * 26 = 2132.""]",2132
train,(14 + 5),"[""Compute 14 + 5 = 19.""]",19
train,(9 - 44),"[""Compute 9 - 44 = -35.""]",-35
train,((2 + 43) * (40 * 28)),"[""Compute 2 + 43 = 45."", ""Compute 40 * 28 = 1120."", ""Compute 45 * 1120 = 50400.""]",50400
train,(30 + 42),"[""Compute 30 + 42 = 72.""]",72
train,((14 + 32) + (40 + 42)),"[""Compute 14 + 32 = 46."", ""Compute 40 + 42 = 82."", ""Compute 46 + 82 = 128.""]",128
train,((5 - 37) * (32 - 18)),"[""Compute 5 - 37 = -32."", ""Compute 32 - 18 = 14."", ""Compute -32 * 14 = -448.""]",-448
train,((10 - 33) * (46 * 15)),"[""Compute 10 - 33 = -23."", ""Compute 46 * 15 = 690."", ""Compute -23 * 690 = -15870.""]",-15870
train,((18 - 9) - (41 * 8)),"[""Compute 18 - 9 = 9."", ""Compute 41 * 8 = 328."", ""Compute 9 - 328 = -319.""]",-319
train,(16 - 18),"[""Compute 16 - 18 = -2.""]",-2
train,((38 - 9) - (29 * 31)),"[""Compute 38 - 9 = 29."", ""Compute 29 * 31 = 899."", ""Compute 29 - 899 = -870.""]",-870
train,((15 + 15) + (34 * 11)),"[""Compute 15 + 15 = 30."", ""Compute 34 * 11 = 374."", ""Compute 30 + 374 = 404.""]",404
train,(11 + 1),"[""Compute 11 + 1 = 12.""]",12
train,((48 * 3) * (50 - 23)),"[""Compute 48 * 3 = 144."", ""Compute 50 - 23 = 27."", ""Compute 144 * 27 = 3888.""]",3888
train,(26 * 23),"[""Compute 26 * 23 = 598.""]",598
train,(22 * 25),"[""Compute 22 * 25 = 550.""]",550
train,(25 * 10),"[""Compute 25 * 10 = 250.""]",250
train,((10 - 15) * (3 + 38)),"[""Compute 10 - 15 = -5."", ""Compute 3 + 38 = 41."", ""Compute -5 * 41 = -205.""]",-205
train,((32 - 35) + (5 - 47)),"[""Compute 32 - 35 = -3."", ""Compute 5 - 47 = -42."", ""Compute -3 + -42 = -45.""]",-45
train,((35 - 26) * (31 - 28)),"[""Compute 35 - 26 = 9."", ""Compute 31 - 28 = 3."", ""Compute 9 * 3 = 27.""]",27
train,(28 * 49),"[""Compute 28 * 49 = 1372.""]",1372
train,((38 * 43) * (13 * 19)),"[""Compute 38 * 43 = 1634."", ""Compute 13 * 19 = 247."", ""Compute 1634 * 247 = 403598.""]",403598
train,((24 * 50) + (10 + 2)),"[""Compute 24 * 50 = 1200."", ""Compute 10 + 2 = 12."", ""Compute 1200 + 12 = 1212.""]",1212
train,((27 - 19) + (37 - 8)),"[""Compute 27 - 19 = 8."", ""Compute 37 - 8 = 29."", ""Compute 8 + 29 = 37.""]",37
train,(32 + 36),"[""Compute 32 + 36 = 68.""]",68
train,(20 + 13),"[""Compute 20 + 13 = 33.""]",33
train,((17 * 50) - (43 - 38)),"[""Compute 17 * 50 = 850."", ""Compute 43 - 38 = 5."", ""Compute 850 - 5 = 845.""]",845
train,((3 - 25) + (40 * 36)),"[""Compute 3 - 25 = -22."", ""Compute 40 * 36 = 1440."", ""Compute -22 + 1440 = 1418.""]",1418
train,((47 - 26) + (27 + 3)),"[""Compute 47 - 26 = 21."", ""Compute 27 + 3 = 30."", ""Compute 21 + 30 = 51.""]",51
train,(46 - 50),"[""Compute 46 - 50 = -4.""]",-4
train,(4 * 44),"[""Compute 4 * 44 = 176.""]",176
train,((48 * 36) + (28 + 18)),"[""Compute 48 * 36 = 1728."", ""Compute 28 + 18 = 46."", ""Compute 1728 + 46 = 1774.""]",1774
train,((22 * 40) - (32 - 3)),"[""Compute 22 * 40 = 880."", ""Compute 32 - 3 = 29."", ""Compute 880 - 29 = 851.""]",851
train,(7 - 25),"[""Compute 7 - 25 = -18.""]",-18
train,(3 + 27),"[""Compute 3 + 27 = 30.""]",30
train,((44 * 28) + (45 + 9)),"[""Compute 44 * 28 = 1232."", ""Compute 45 + 9 = 54."", ""Compute 1232 + 54 = 1286.""]",1286
train,(47 + 15),"[""Compute 47 + 15 = 62.""]",62
train,((35 + 23) - (18 * 29)),"[""Compute 35 + 23 = 58."", ""Compute 18 * 29 = 522."", ""Compute 58 - 522 = -464.""]",-464
train,(33 * 38),"[""Compute 33 * 38 = 1254.""]",1254
train,(46 - 29),"[""Compute 46 - 29 = 17.""]",17
train,((39 + 48) + (39 + 28)),"[""Compute 39 + 48 = 87."", ""Compute 39 + 28 = 67."", ""Compute 87 + 67 = 154.""]",154
train,((47 * 22) + (11 * 21)),"[""Compute 47 * 22 = 1034."", ""Compute 11 * 21 = 231."", ""Compute 1034 + 231 = 1265.""]",1265
train,((38 * 14) - (14 + 5)),"[""Compute 38 * 14 = 532."", ""Compute 14 + 5 = 19."", ""Compute 532 - 19 = 513.""]",513
train,((5 - 42) + (33 - 31)),"[""Compute 5 - 42 = -37."", ""Compute 33 - 31 = 2."", ""Compute -37 + 2 = -35.""]",-35
train,((1 * 46) - (32 - 32)),"[""Compute 1 * 46 = 46."", ""Compute 32 - 32 = 0."", ""Compute 46 - 0 = 46.""]",46
train,(35 + 23),"[""Compute 35 + 23 = 58.""]",58
train,((20 + 27) * (24 * 45)),"[""Compute 20 + 27 = 47."", ""Compute 24 * 45 = 1080."", ""Compute 47 * 1080 = 50760.""]",50760
train,(14 * 47),"[""Compute 14 * 47 = 658.""]",658
train,((32 + 7) * (25 - 5)),"[""Compute 32 + 7 = 39."", ""Compute 25 - 5 = 20."", ""Compute 39 * 20 = 780.""]",780
train,((46 * 31) + (36 - 43)),"[""Compute 46 * 31 = 1426."", ""Compute 36 - 43 = -7."", ""Compute 1426 + -7 = 1419.""]",1419
train,((3 - 34) - (28 - 50)),"[""Compute 3 - 34 = -31."", ""Compute 28 - 50 = -22."", ""Compute -31 - -22 = -9.""]",-9
train,((11 - 43) * (22 + 41)),"[""Compute 11 - 43 = -32."", ""Compute 22 + 41 = 63."", ""Compute -32 * 63 = -2016.""]",-2016
train,((20 + 41) * (11 - 39)),"[""Compute 20 + 41 = 61."", ""Compute 11 - 39 = -28."", ""Compute 61 * -28 = -1708.""]",-1708
train,((3 + 44) + (35 * 45)),"[""Compute 3 + 44 = 47."", ""Compute 35 * 45 = 1575."", ""Compute 47 + 1575 = 1622.""]",1622
train,((6 - 7) - (17 + 19)),"[""Compute 6 - 7 = -1."", ""Compute 17 + 19 = 36."", ""Compute -1 - 36 = -37.""]",-37
train,(32 - 35),"[""Compute 32 - 35 = -3.""]",-3
train,((29 - 50) * (47 + 33)),"[""Compute 29 - 50 = -21."", ""Compute 47 + 33 = 80."", ""Compute -21 * 80 = -1680.""]",-1680
train,(36 - 38),"[""Compute 36 - 38 = -2.""]",-2
train,((45 + 37) * (48 + 27)),"[""Compute 45 + 37 = 82."", ""Compute 48 + 27 = 75."", ""Compute 82 * 75 = 6150.""]",6150
train,((43 + 16) + (47 * 31)),"[""Compute 43 + 16 = 59."", ""Compute 47 * 31 = 1457."", ""Compute 59 + 1457 = 1516.""]",1516
train,(6 + 7),"[""Compute 6 + 7 = 13.""]",13
train,(45 + 39),"[""Compute 45 + 39 = 84.""]",84
train,((41 + 11) + (11 - 20)),"[""Compute 41 + 11 = 52."", ""Compute 11 - 20 = -9."", ""Compute 52 + -9 = 43.""]",43
train,((40 * 6) + (16 - 35)),"[""Compute 40 * 6 = 240."", ""Compute 16 - 35 = -19."", ""Compute 240 + -19 = 221.""]",221
train,(32 * 44),"[""Compute 32 * 44 = 1408.""]",1408
train,(37 * 50),"[""Compute 37 * 50 = 1850.""]",1850
train,((17 - 48) * (50 * 39)),"[""Compute 17 - 48 = -31."", ""Compute 50 * 39 = 1950."", ""Compute -31 * 1950 = -60450.""]",-60450
train,(40 * 38),"[""Compute 40 * 38 = 1520.""]",1520
train,(1 + 25),"[""Compute 1 + 25 = 26.""]",26
train,(30 + 44),"[""Compute 30 + 44 = 74.""]",74
train,((43 - 8) - (38 + 2)),"[""Compute 43 - 8 = 35."", ""Compute 38 + 2 = 40."", ""Compute 35 - 40 = -5.""]",-5
train,((20 * 35) * (50 + 21)),"[""Compute 20 * 35 = 700."", ""Compute 50 + 21 = 71."", ""Compute 700 * 71 = 49700.""]",49700
train,((46 * 46) - (10 + 41)),"[""Compute 46 * 46 = 2116."", ""Compute 10 + 41 = 51."", ""Compute 2116 - 51 = 2065.""]",2065
train,((41 * 47) * (35 - 22)),"[""Compute 41 * 47 = 1927."", ""Compute 35 - 22 = 13."", ""Compute 1927 * 13 = 25051.""]",25051
train,(2 - 8),"[""Compute 2 - 8 = -6.""]",-6
train,(10 + 45),"[""Compute 10 + 45 = 55.""]",55
train,((43 * 2) * (32 + 31)),"[""Compute 43 * 2 = 86."", ""Compute 32 + 31 = 63."", ""Compute 86 * 63 = 5418.""]",5418
train,(1 - 49),"[""Compute 1 - 49 = -48.""]",-48
train,((21 - 9) * (42 * 19)),"[""Compute 21 - 9 = 12."", ""Compute 42 * 19 = 798."", ""Compute 12 * 798 = 9576.""]",9576
train,((36 + 4) + (43 - 26)),"[""Compute 36 + 4 = 40."", ""Compute 43 - 26 = 17."", ""Compute 40 + 17 = 57.""]",57
train,((24 + 37) + (11 - 21)),"[""Compute 24 + 37 = 61."", ""Compute 11 - 21 = -10."", ""Compute 61 + -10 = 51.""]",51
train,(50 + 17),"[""Compute 50 + 17 = 67.""]",67
train,((31 - 49) + (36 * 27)),"[""Compute 31 - 49 = -18."", ""Compute 36 * 27 = 972."", ""Compute -18 + 972 = 954.""]",954
train,((31 * 37) * (27 * 17)),"[""Compute 31 * 37 = 1147."", ""Compute 27 * 17 = 459."", ""Compute 1147 * 459 = 526473.""]",526473
train,(3 - 47),"[""Compute 3 - 47 = -44.""]",-44
train,(36 - 42),"[""Compute 36 - 42 = -6.""]",-6
train,((2 * 22) + (28 - 5)),"[""Compute 2 * 22 = 44."", ""Compute 28 - 5 = 23."", ""Compute 44 + 23 = 67.""]",67
train,(38 + 1),"[""Compute 38 + 1 = 39.""]",39
train,(46 + 17),"[""Compute 46 + 17 = 63.""]",63
train,((22 - 20) * (42 + 3)),"[""Compute 22 - 20 = 2."", ""Compute 42 + 3 = 45."", ""Compute 2 * 45 = 90.""]",90
train,(26 - 41),"[""Compute 26 - 41 = -15.""]",-15
train,((19 - 2) - (31 * 11)),"[""Compute 19 - 2 = 17."", ""Compute 31 * 11 = 341."", ""Compute 17 - 341 = -324.""]",-324
train,((37 + 43) * (25 - 35)),"[""Compute 37 + 43 = 80."", ""Compute 25 - 35 = -10."", ""Compute 80 * -10 = -800.""]",-800
train,((36 - 35) + (28 - 45)),"[""Compute 36 - 35 = 1."", ""Compute 28 - 45 = -17."", ""Compute 1 + -17 = -16.""]",-16
train,(1 + 29),"[""Compute 1 + 29 = 30.""]",30
train,((12 - 28) + (24 * 24)),"[""Compute 12 - 28 = -16."", ""Compute 24 * 24 = 576."", ""Compute -16 + 576 = 560.""]",560
train,(40 + 33),"[""Compute 40 + 33 = 73.""]",73
train,((39 + 37) * (3 + 23)),"[""Compute 39 + 37 = 76."", ""Compute 3 + 23 = 26."", ""Compute 76 * 26 = 1976.""]",1976
train,(11 * 41),"[""Compute 11 * 41 = 451.""]",451
train,((6 * 43) * (22 - 16)),"[""Compute 6 * 43 = 258."", ""Compute 22 - 16 = 6."", ""Compute 258 * 6 = 1548.""]",1548
train,((26 * 47) - (14 + 34)),"[""Compute 26 * 47 = 1222."", ""Compute 14 + 34 = 48."", ""Compute 1222 - 48 = 1174.""]",1174
train,(12 - 21),"[""Compute 12 - 21 = -9.""]",-9
train,((2 + 49) + (34 - 24)),"[""Compute 2 + 49 = 51."", ""Compute 34 - 24 = 10."", ""Compute 51 + 10 = 61.""]",61
train,((5 - 45) - (35 * 19)),"[""Compute 5 - 45 = -40."", ""Compute 35 * 19 = 665."", ""Compute -40 - 665 = -705.""]",-705
train,(18 * 25),"[""Compute 18 * 25 = 450.""]",450
train,(16 + 39),"[""Compute 16 + 39 = 55.""]",55
train,(42 + 21),"[""Compute 42 + 21 = 63.""]",63
train,((22 + 1) - (18 * 15)),"[""Compute 22 + 1 = 23."", ""Compute 18 * 15 = 270."", ""Compute 23 - 270 = -247.""]",-247
train,(26 - 23),"[""Compute 26 - 23 = 3.""]",3
train,((19 - 45) - (41 * 44)),"[""Compute 19 - 45 = -26."", ""Compute 41 * 44 = 1804."", ""Compute -26 - 1804 = -1830.""]",-1830
train,((43 - 20) + (48 * 6)),"[""Compute 43 - 20 = 23."", ""Compute 48 * 6 = 288."", ""Compute 23 + 288 = 311.""]",311
train,(14 + 42),"[""Compute 14 + 42 = 56.""]",56
train,((18 + 10) + (9 * 47)),"[""Compute 18 + 10 = 28."", ""Compute 9 * 47 = 423."", ""Compute 28 + 423 = 451.""]",451
train,(28 * 47),"[""Compute 28 * 47 = 1316.""]",1316
train,((15 * 12) - (4 - 1)),"[""Compute 15 * 12 = 180."", ""Compute 4 - 1 = 3."", ""Compute 180 - 3 = 177.""]",177
train,(49 * 9),"[""Compute 49 * 9 = 441.""]",441
train,(25 * 33),"[""Compute 25 * 33 = 825.""]",825
train,(29 + 18),"[""Compute 29 + 18 = 47.""]",47
train,(4 + 44),"[""Compute 4 + 44 = 48.""]",48
train,(24 + 26),"[""Compute 24 + 26 = 50.""]",50
train,((10 + 6) + (31 * 42)),"[""Compute 10 + 6 = 16."", ""Compute 31 * 42 = 1302."", ""Compute 16 + 1302 = 1318.""]",1318
train,((15 - 18) * (44 * 44)),"[""Compute 15 - 18 = -3."", ""Compute 44 * 44 = 1936."", ""Compute -3 * 1936 = -5808.""]",-5808
train,(12 * 11),"[""Compute 12 * 11 = 132.""]",132
train,((18 + 32) - (41 - 20)),"[""Compute 18 + 32 = 50."", ""Compute 41 - 20 = 21."", ""Compute 50 - 21 = 29.""]",29
train,(21 * 45),"[""Compute 21 * 45 = 945.""]",945
train,((42 * 47) + (11 + 21)),"[""Compute 42 * 47 = 1974."", ""Compute 11 + 21 = 32."", ""Compute 1974 + 32 = 2006.""]",2006
train,(45 - 18),"[""Compute 45 - 18 = 27.""]",27
train,((3 - 11) - (41 + 25)),"[""Compute 3 - 11 = -8."", ""Compute 41 + 25 = 66."", ""Compute -8 - 66 = -74.""]",-74
train,((19 * 9) - (31 + 33)),"[""Compute 19 * 9 = 171."", ""Compute 31 + 33 = 64."", ""Compute 171 - 64 = 107.""]",107
train,((19 - 23) + (40 - 44)),"[""Compute 19 - 23 = -4."", ""Compute 40 - 44 = -4."", ""Compute -4 + -4 = -8.""]",-8
train,((42 + 6) * (8 + 27)),"[""Compute 42 + 6 = 48."", ""Compute 8 + 27 = 35."", ""Compute 48 * 35 = 1680.""]",1680
train,(34 + 42),"[""Compute 34 + 42 = 76.""]",76
train,(6 + 46),"[""Compute 6 + 46 = 52.""]",52
train,(11 + 11),"[""Compute 11 + 11 = 22.""]",22
train,(21 + 7),"[""Compute 21 + 7 = 28.""]",28
train,((5 - 47) * (45 * 27)),"[""Compute 5 - 47 = -42."", ""Compute 45 * 27 = 1215."", ""Compute -42 * 1215 = -51030.""]",-51030
train,((15 - 28) * (14 * 18)),"[""Compute 15 - 28 = -13."", ""Compute 14 * 18 = 252."", ""Compute -13 * 252 = -3276.""]",-3276
train,(19 - 30),"[""Compute 19 - 30 = -11.""]",-11
train,((28 * 12) * (45 + 28)),"[""Compute 28 * 12 = 336."", ""Compute 45 + 28 = 73."", ""Compute 336 * 73 = 24528.""]",24528
train,(44 * 3),"[""Compute 44 * 3 = 132.""]",132
train,(36 * 44),"[""Compute 36 * 44 = 1584.""]",1584
train,((39 + 37) - (30 - 18)),"[""Compute 39 + 37 = 76."", ""Compute 30 - 18 = 12."", ""Compute 76 - 12 = 64.""]",64
train,((13 - 43) + (25 * 7)),"[""Compute 13 - 43 = -30."", ""Compute 25 * 7 = 175."", ""Compute -30 + 175 = 145.""]",145
train,((34 - 31) * (9 + 2)),"[""Compute 34 - 31 = 3."", ""Compute 9 + 2 = 11."", ""Compute 3 * 11 = 33.""]",33
train,(43 - 20),"[""Compute 43 - 20 = 23.""]",23
train,((41 * 49) * (17 + 37)),"[""Compute 41 * 49 = 2009."", ""Compute 17 + 37 = 54."", ""Compute 2009 * 54 = 108486.""]",108486
train,(40 * 36),"[""Compute 40 * 36 = 1440.""]",1440
train,(17 * 41),"[""Compute 17 * 41 = 697.""]",697
train,((45 + 37) + (7 * 30)),"[""Compute 45 + 37 = 82."", ""Compute 7 * 30 = 210."", ""Compute 82 + 210 = 292.""]",292
train,((46 * 5) - (18 + 3)),"[""Compute 46 * 5 = 230."", ""Compute 18 + 3 = 21."", ""Compute 230 - 21 = 209.""]",209
train,(34 - 12),"[""Compute 34 - 12 = 22.""]",22
train,(21 + 21),"[""Compute 21 + 21 = 42.""]",42
train,(28 + 44),"[""Compute 28 + 44 = 72.""]",72
train,(34 * 48),"[""Compute 34 * 48 = 1632.""]",1632
train,(47 * 28),"[""Compute 47 * 28 = 1316.""]",1316
train,((10 * 49) + (14 + 33)),"[""Compute 10 * 49 = 490."", ""Compute 14 + 33 = 47."", ""Compute 490 + 47 = 537.""]",537
train,((34 - 36) * (31 - 38)),"[""Compute 34 - 36 = -2."", ""Compute 31 - 38 = -7."", ""Compute -2 * -7 = 14.""]",14
train,(49 - 32),"[""Compute 49 - 32 = 17.""]",17
train,((26 * 3) + (44 + 7)),"[""Compute 26 * 3 = 78."", ""Compute 44 + 7 = 51."", ""Compute 78 + 51 = 129.""]",129
train,((34 * 45) * (31 - 49)),"[""Compute 34 * 45 = 1530."", ""Compute 31 - 49 = -18."", ""Compute 1530 * -18 = -27540.""]",-27540
train,((11 - 42) - (23 + 43)),"[""Compute 11 - 42 = -31."", ""Compute 23 + 43 = 66."", ""Compute -31 - 66 = -97.""]",-97
train,(25 + 42),"[""Compute 25 + 42 = 67.""]",67
train,(1 + 13),"[""Compute 1 + 13 = 14.""]",14
train,((26 * 43) * (28 * 1)),"[""Compute 26 * 43 = 1118."", ""Compute 28 * 1 = 28."", ""Compute 1118 * 28 = 31304.""]",31304
train,((42 - 49) * (30 + 14)),"[""Compute 42 - 49 = -7."", ""Compute 30 + 14 = 44."", ""Compute -7 * 44 = -308.""]",-308
train,((30 * 42) - (45 + 43)),"[""Compute 30 * 42 = 1260."", ""Compute 45 + 43 = 88."", ""Compute 1260 - 88 = 1172.""]",1172
train,(42 - 42),"[""Compute 42 - 42 = 0.""]",0
